"","na_count","Year","AHA.ID","Medicare.Provider.ID","Address.1..physical.","City.Name..physical.","State..physical.","Zip.code..physical.","Telephone.number","Bed.size.code","Primary.Service","Member.of.Council.of.Teaching.Hospital.of.the.Association.of.American.Medical.Colleges..COTH.","Catholic.Church.Operated","Critical.Access.Hospital","Rural.Referral.Center","Sole.Community.Provider","Network.member","Network.name","Network.city","Network.state","Accountable.Care.Organization.Established","ACO.Medicare.Population","System.ID","System.Name","System.Address","System.City","System.State","System.Zip","CMO.Full.Name","CMO.Title","CNO.Full.Name","CNO.Title","Average.daily.census","Licensed.Beds","Licensed.beds..long.term.unit.","Medical.Home","MEDHSE","Hospital.established.a.clinically.integrated.network","Physical.Rehabilitation.care","REHABSYS","Skilled.nursing.care","SNSYS","Intermediate.nursing.care","ICFSYS","Other.long.term.care","OTHLTSYS","Adult.day.care.program","ADULTSYS","Alzheimer.Center.","ALZSYS","Assisted.living.services.","ASSTLSYS","Case.Management","CMNGTSYS","Geriatric.services","GERSVSYS","Home.health.services","HOMEHSYS","Hospice.Program","HOSPCSYS","Pain.Management.Program","PAINSYS","Palliative.Care.Program","PALSYS","Psychiatric.geriatric.services","PSYGRSYS","Retirement.housing","RETIRSYS","Social.work.services","SOCWKSYS","Transportation.to.health.services","TPORTSYS","Wound.Management.Services...hospital","WMGTSYS","Total.Facility.Medicare.Discharges","Total.Facility.Medicare.days","Hospital.unit.Medicare.discharges","Hospital.Unit.Medicare.Days","Nursing.Home.Medicare.Discharges","Nursing.Home.Medicare.Days","Nursing.Home.Medicaid.Discharges","Nursing.Home.Medicaid.Days","Registered.nurses..FTEC.","Licensed.practical.or.vocational.nurses..FTEC.","Number.of.new.RN.graduates.hired","Beginning.of.reporting.period","End.of.reporting.period","Response.code","Hospital.Unit.Medicare.Inpatient.Days..est..","Hospital.Unit.Medicare.Inpatient.Discharges..est..","Medicare.Inpatient.Days..est..","Medicare.Inpatient.Discharges...est..","Nursing.Home.Unit.Medicaid.Inpatient.Days..est..","Nursing.Home.Unit.Medicaid.Inpatient.Discharges..est..","Nursing.Home.Unit.Medicare.Inpatient.Days..est..","Nursing.Home.Unit.Medicare.Inpatient.Discharges..est..","Licensed.Practical.Nurses.FT..est..","Part.Time.Licensed.Practical.or.Vocational.Nurses..est..","Part.Time.Registered.Nurses..est..","Registered.Nurses.FT..est.."
"61",72,"Current",6220340,"310001","30 Prospect Avenue","Hackensack","NJ","07601-1914","2019962000","500 or more beds","General medical and surgical","Y","N","N","N","N","Y","Hackensack Meridian Health","Edison","NJ","Y","Y","5991003","Hackensack Meridian Health","343 Thornall Street, 8th Floor","Edison","NJ","08837-2206","Dr. Peter A Gross, MD","Senior Vice President and Chief Medical Officer",NA,NA,584,781,NA,"Y",1,"Y","Y",1,"N",1,"N",1,"N",1,"Y",0,"Y",0,"N",1,"Y",0,"Y",0,"N",1,"Y",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,13789,87745,NA,NA,NA,NA,NA,NA,2264,2,85,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"62",26,"Current",6141890,"220019","100 South Street","Southbridge","MA","01550-4051","5087659771","100-199 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dr. Arthur Russo, MD","Director Medical Affairs","Mr. Thomas W. Hijeck, RN, MS, CNAA","Vice President Nursing Services and Chief Nursing Officer",61,130,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,2106,10965,NA,NA,NA,NA,NA,NA,170,4,NA,"10/1/2016","9/30/2017","Y","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"63",12,"Current",6160003,"070025","80 Seymour Street","Hartford","CT","06102-8000","8605455000","500 or more beds","General medical and surgical","N","N","N","Y","N","Y","Hartford HealthCare","Hartford","CT","Y","Y","5990541","Hartford HealthCare","One State Street, 19th Floor","Hartford","CT","06103","Dr. Stuart Markowitz, MD","Chief Medical Officer",NA,NA,720,971,"104","Y",1,"Y","N",0,"Y",0,"N",1,"N",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"N",1,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,18911,121129,"18637","114147","274","6982","20","23891",1583,8,177,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"64",24,"Current",6441830,"230047","15855 19 Mile Road","Clinton Township","MI","48038-6324","5862632300","400-499 beds","General medical and surgical","N","N","N","N","N","Y","Henry Ford Physician Network","Detroit","MI","Y","Y","5999505","Henry Ford Health System","One Ford Place","Detroit","MI","48202-3450","Dr. Charles Kelly, DO","Vice President Medical Affairs and Chief Medical Officer",NA,NA,290,451,NA,"Y",1,"Y","Y",1,"N",1,"N",1,"N",1,"N",1,"N",1,"N",0,"Y",1,"Y",1,"Y",1,"Y",1,"Y",1,"Y",1,"Y",1,"N",0,"Y",1,"N",0,"Y",1,10232,54077,NA,NA,NA,NA,NA,NA,865,6,NA,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"65",77,"Current",6350215,"514001","300 56th Street SE","Charleston","WV","25304-2361","3049261600","100-199 beds","Psychiatric","N","N","N","N","N","N",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,"Dr. Kiran S. Devaraj","Chief Medical Officer and Chief Clinical Officer","Ms. Leigh Dalton","Director of Nursing and Patient Care Services",67,104,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,256,1897,NA,NA,NA,NA,NA,NA,54,20,0,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"66",77,"Current",6930275,"050320","1411 East 31st Street","Oakland","CA","94602-1018","5104374800","300-399 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,"N",NA,"5990225","Alameda Health System","15400 Foothill Boulevard","San Leandro","CA","94578-1009","Dr. Sang-ick Chang, MD, MPH","Chief Medical Officer",NA,NA,333,408,"109","Y",0,NA,"Y",1,"Y",1,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,3083,28326,NA,NA,NA,NA,NA,NA,732,65,0,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"67",77,"Current",6214240,"330164","1000 South Avenue","Rochester","NY","14620-2733","5854732200","200-299 beds","General medical and surgical","N","N","N","Y","N","Y","Accountable Health Partners","Rochester","NY","Y","Y","5990223","University of Rochester Medical Center","601 Elmwood Ave Box 623","Rochester","NY","14642-0002","Dr. Raymond Mayewski, MD","Chief Medical Officer",NA,NA,201,261,NA,"N",1,"N","N",1,"N",1,"N",0,"N",1,"N",1,"N",1,"N",1,"Y",0,"Y",0,"N",1,"Y",0,"N",1,"Y",0,"N",1,"N",1,"Y",0,"N",0,"Y",0,7222,42197,NA,NA,NA,NA,NA,NA,645,49,88,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"68",73,"Current",6221390,"310008","718 Teaneck Road","Teaneck","NJ","07666-4281","2018333000","300-399 beds","General medical and surgical","N","Y","N","N","N","N",NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,"Dr. Adam D Jarrett, MD","Executive Vice President and Chief Medical Officer","Ms. Sheryl A Slonim","Executive Vice President and Chief Nursing Officer",211,361,NA,"Y",0,"Y","Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,7145,41777,NA,NA,NA,NA,NA,NA,484,5,33,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"69",16,"Current",6860054,"030123","7400 East Thompson Peak Parkway","Scottsdale","AZ","85255-4109","4803247000","50-99 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,"Y","Y","5990963","HonorHealth","8125 North Hayden Road","Scottsdale","AZ","85258-2463","Dr. Stephanie Jackson, MD","Vice President and Chief Medical Officer","Ms. Kimberly Post","Senior Vice President and Chief Clinical Officer",59,92,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"N",0,"N",0,"Y",0,"N",1,"N",1,"N",0,"Y",0,"Y",0,"Y",0,3309,9446,NA,NA,NA,NA,NA,NA,129,9,NA,"1/1/2017","12/31/2017","Y","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"70",76,"Current",6860140,"031305","Highway 264 Mile Marker 388","Keams Canyon","AZ","86042","9287376000","6-24 beds","General medical and surgical","N","N","Y","N","N",NA,NA,NA,NA,NA,NA,"5999195","U. S. Indian Health Service","801 Thompson Avenue","Rockville","MD","20852-1627","Dr. Darren Vicenti, MD","Clinical Director",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57,19,NA,NA,NA,"N","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"71",72,"Current",6340490,"490063","3300 Gallows Road","Falls Church","VA","22042-3300","7037764001","500 or more beds","General medical and surgical","Y","N","N","N","N","Y","Inova Health System","Falls Church","VA","Y","Y","5991305","Inova Health System","8110 Gatehouse Road, Suite 200 East","Falls Church","VA","22042-1252","Dr. Joseph Hallal, MD","Chief Medical Officer",NA,NA,721,894,NA,"N",1,"N","N",1,"N",1,"N",1,"N",0,"N",1,"Y",1,"N",1,"Y",1,"Y",1,"N",1,"Y",1,"Y",1,"Y",1,"Y",1,"N",0,"Y",1,"N",0,"Y",1,14255,86169,NA,NA,NA,NA,NA,NA,2354,46,384,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"72",24,"Current",6220275,"310069","501 West Front Street","Elmer","NJ","08318-2101","8563631000","50-99 beds","General medical and surgical","N","N","N","N","N","Y","Inspira Health Network","Bridgeton","NJ","Y","Y","5990151","Inspira Health Network","165 Bridgeton Pike","Mullica Hill","NJ","08062","Dr. Steven C Linn, MD","Chief Medical Officer","Ms. Elizabeth Sheridan","Chief Operating Officer and Chief Nursing Executive",32,96,NA,"N",1,"N","N",0,"N",0,"N",0,"N",0,"N",1,"N",0,"N",0,"Y",0,"N",1,"N",1,"N",1,"Y",0,"N",1,"N",0,"N",0,"Y",0,"N",1,"Y",0,1782,7595,NA,NA,NA,NA,NA,NA,99,9,85,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"73",9,"Current",6620895,"161329","700 West Grove Street","Maquoketa","IA","52060-2163","5636522474","6-24 beds","General medical and surgical","N","N","Y","N","N","Y","Health Enterprises of Iowa","Cedar Rapids","IA","N",NA,"5990311","Genesis Health System","1227 East Rusholme Street","Davenport","IA","52803-2498",NA,NA,NA,NA,4,25,NA,NA,NA,"Y","N",0,"Y",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,148,1098,NA,NA,NA,NA,NA,NA,31,0,2,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"74",75,"Current",6320050,"210029","4940 Eastern Avenue","Baltimore","MD","21224-2780","4105500100","400-499 beds","General medical and surgical","Y","N","N","N","N","Y","Johns Hopkins HealthCare LLC","Glen Burnie","MD","Y","Y","5991015","Johns Hopkins Health System","733 North Broadway, BRB 104","Baltimore","MD","21205-1832",NA,NA,NA,NA,314,443,NA,"N",1,"Y","Y",1,"N",1,"N",1,"N",1,"Y",0,"Y",1,"N",1,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"Y",1,"Y",1,"N",0,"Y",1,"Y",1,"Y",1,8217,53729,NA,NA,NA,NA,NA,NA,1054,8,47,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"75",13,"Current",6320050,"210029","4940 Eastern Avenue","Baltimore","MD","21224-2780","4105500100","400-499 beds","General medical and surgical","Y","N","N","N","N","Y","Johns Hopkins HealthCare LLC","Glen Burnie","MD","Y","Y","5991015","Johns Hopkins Health System","733 North Broadway, BRB 104","Baltimore","MD","21205-1832",NA,NA,NA,NA,314,443,NA,"N",1,"Y","Y",1,"N",1,"N",1,"N",1,"Y",0,"Y",1,"N",1,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"Y",1,"Y",1,"N",0,"Y",1,"Y",1,"Y",1,8217,53729,NA,NA,NA,NA,NA,NA,1054,8,47,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"76",75,"Current",6320050,"210029","4940 Eastern Avenue","Baltimore","MD","21224-2780","4105500100","400-499 beds","General medical and surgical","Y","N","N","N","N","Y","Johns Hopkins HealthCare LLC","Glen Burnie","MD","Y","Y","5991015","Johns Hopkins Health System","733 North Broadway, BRB 104","Baltimore","MD","21205-1832",NA,NA,NA,NA,314,443,NA,"N",1,"Y","Y",1,"N",1,"N",1,"N",1,"Y",0,"Y",1,"N",1,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"Y",1,"Y",1,"N",0,"Y",1,"Y",1,"Y",1,8217,53729,NA,NA,NA,NA,NA,NA,1054,8,47,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"77",72,"Current",6320050,"210029","4940 Eastern Avenue","Baltimore","MD","21224-2780","4105500100","400-499 beds","General medical and surgical","Y","N","N","N","N","Y","Johns Hopkins HealthCare LLC","Glen Burnie","MD","Y","Y","5991015","Johns Hopkins Health System","733 North Broadway, BRB 104","Baltimore","MD","21205-1832",NA,NA,NA,NA,314,443,NA,"N",1,"Y","Y",1,"N",1,"N",1,"N",1,"Y",0,"Y",1,"N",1,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"Y",1,"Y",1,"N",0,"Y",1,"Y",1,"Y",1,8217,53729,NA,NA,NA,NA,NA,NA,1054,8,47,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"78",17,"Current",6741483,"450039","1500 South Main Street","Fort Worth","TX","76104-4917","8179213431","500 or more beds","General medical and surgical","Y","N","N","N","N","Y","JPS Health Network","Fort Worth","TX","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ms. Wanda V.  Peebles","Chief Nursing Officer",452,578,NA,"Y",0,"Y","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,5225,32049,NA,NA,NA,NA,NA,NA,1648,227,102,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"79",72,"Current",6930098,"050723","1011 Baldwin Park Boulevard","Baldwin Park","CA","91706-5806","6268511011","200-299 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,"N",NA,"5992105","Kaiser Foundation Hospitals","One Kaiser Plaza","Oakland","CA","94612-3600","Dr. John Bigley, MD","Medical Director","Ms. Michelle Nowicki, RN, MSN","Chief Nurse Executive",98,272,NA,NA,NA,"Y","N",0,"N",0,"N",0,"N",0,"N",0,"N",1,"N",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"N",1,"N",0,"Y",0,"N",1,"Y",0,4527,16052,NA,NA,NA,NA,NA,NA,375,15,12,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"80",77,"Current",6910605,"500052","201 16th Avenue East","Seattle","WA","98112-5226","2063263000","300-399 beds","General medical and surgical","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7707,40963,NA,NA,NA,NA,NA,NA,602,21,NA,NA,NA,"N","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"81",11,"Current",6930059,"050748","1777 West Yosemite Avenue","Manteca","CA","95337-5187","2098253700","200-299 beds","General medical and surgical","N","N","N","N","N","Y","Kaiser Permanente","Oakland","CA",NA,NA,"5992105","Kaiser Foundation Hospitals","One Kaiser Plaza","Oakland","CA","94612-3600","Dr. Moses D Elam, MD","Physician-in-Chief",NA,NA,111,251,"38",NA,NA,NA,"N",0,"Y",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",1,"N",0,"N",0,"Y",0,"Y",0,"N",1,"N",0,"Y",0,"N",0,"Y",0,5562,19744,NA,NA,NA,NA,NA,NA,683,28,NA,"1/1/2017","12/31/2017","Y","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"82",26,"Current",6931055,"050561","6041 Cadillac Avenue","Los Angeles","CA","90034-1700","3238572201","100-199 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,"N",NA,"5992105","Kaiser Foundation Hospitals","One Kaiser Plaza","Oakland","CA","94612-3600","Dr. Fred Alexander, MD","Medical Director",NA,NA,216,265,NA,NA,NA,"Y","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",1,"N",1,"Y",0,"Y",0,"N",1,"N",0,"Y",0,"N",0,"Y",0,6658,23041,NA,NA,NA,NA,NA,NA,494,0,28,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"83",74,"Current",6150215,"410009","455 Tollgate Road","Warwick","RI","02886-2770","4017377000","300-399 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,"Y","Y","5990099","Care New England Health System","45 Willard Avenue","Providence","RI","02905-3218","Dr. Paari Gopalakrishnan, MD","Chief Medical Officer","Ms. Rebecca Burke, RN, MS, NEA-BC","Senior Vice President and Chief Nursing Officer",182,359,NA,NA,NA,NA,"Y",0,"N",0,"N",0,"N",0,"N",0,"N",1,"N",0,"Y",1,"Y",1,"N",1,"Y",1,"Y",1,"Y",1,"N",1,"N",0,"Y",1,"Y",1,"Y",0,7288,37846,NA,NA,NA,NA,NA,NA,445,6,46,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"84",51,"Current",6749340,"454014","721 Thompson Drive","Kerrville","TX","78028-5154","8308962211","200-299 beds","Psychiatric","N","N","N","N","N","N",NA,NA,NA,"N",NA,"5990020","Texas Department of State Health Services","1100 West 49th Street","Austin","TX","78756-3199","Dr. Matthew Faubion","Clinical Director","Ms. Amanda McDonald, FNP-BC, MSN","Chief Nurse Executive",197,202,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"N",0,"N",0,0,0,NA,NA,NA,NA,NA,NA,53,44,0,"9/1/2016","8/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"85",75,"Current",6820111,"130049","2003 Kootenai Health Way","Coeur D'Alene","ID","83814-2677","2086254000","200-299 beds","General medical and surgical","N","N","N","Y","N","Y","Kootenai Care Network","Coeur d'Alene","ID","Y","Y",NA,NA,NA,NA,NA,NA,"Dr. Walter Fairfax, MD","Chief Medical Officer","Ms. Joan M. Simon, RN,BSN,MSA","Chief Nursing Officer",192,299,NA,NA,NA,"Y","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,7014,33172,NA,NA,NA,NA,NA,NA,524,8,40,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"86",76,"Current",6820111,"130049","2003 Kootenai Health Way","Coeur D'Alene","ID","83814-2677","2086254000","200-299 beds","General medical and surgical","N","N","N","Y","N","Y","Kootenai Care Network","Coeur d'Alene","ID","Y","Y",NA,NA,NA,NA,NA,NA,"Dr. Walter Fairfax, MD","Chief Medical Officer","Ms. Joan M. Simon, RN,BSN,MSA","Chief Nursing Officer",192,299,NA,NA,NA,"Y","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,7014,33172,NA,NA,NA,NA,NA,NA,524,8,40,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"87",15,"Current",6140690,"220171","41 Mall Road","Burlington","MA","01805-0001","7817445100","300-399 beds","General medical and surgical","Y","N","N","N","N","Y","Lahey Health System","Burlington","MA","Y","Y","5990949","Beth Israel Lahey Health","109 Brookline Avenue","Boston","MA","02215-3903","Dr. Timothy Liesching, MD","Chief Medical Officer",NA,NA,307,345,NA,"N",1,"Y","N",1,"N",1,"N",1,"N",1,"N",1,"Y",1,"N",1,"Y",1,"Y",1,"N",1,"Y",1,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"N",1,"Y",1,14433,71142,NA,NA,NA,NA,NA,NA,1177,85,37,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"88",15,"Current",6390993,"100181","7031 SW 62nd Avenue","South Miami","FL","33143-4781","3052847500","100-199 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dr. Mario Almeida-Suarez","Chief of Staff","Dr. Mercedes Perez","Vice President Nursing",77,146,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,2425,14761,NA,NA,NA,NA,NA,NA,434,23,NA,"1/1/2017","12/31/2017","Y","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"89",12,"Current",6390993,"100181","7031 SW 62nd Avenue","South Miami","FL","33143-4781","3052847500","100-199 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dr. Mario Almeida-Suarez","Chief of Staff","Dr. Mercedes Perez","Vice President Nursing",77,146,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,2425,14761,NA,NA,NA,NA,NA,NA,434,23,NA,"1/1/2017","12/31/2017","Y","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"90",75,"Current",6410780,"360087","1730 West 25th Street","Cleveland","OH","44113-3170","2166964300","100-199 beds","General medical and surgical","N","N","N","N","N","Y","Quality Alliance","Independence","OH","Y","Y","5990212","Cleveland Clinic Health System","9500 Euclid","Cleveland","OH","44195-5108","Dr. Ronald Golovan, MD","Vice President Medical Operations","Ms. Janet Schuster, DNP, MBA","Chief Nursing Officer",107,203,NA,"Y",1,"Y","N",1,"N",1,"N",0,"N",0,"N",0,"N",1,"N",0,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"N",1,"Y",1,"N",0,"Y",1,"Y",1,"Y",1,3015,15634,NA,NA,NA,NA,NA,NA,248,2,25,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"91",72,"Current",6411375,"360143","12300 McCracken Road","Garfield Heights","OH","44125-2975","2165810500","200-299 beds","General medical and surgical","N","Y","N","N","N","Y","Quality Alliance","Independence","OH","Y","Y","5990212","Cleveland Clinic Health System","9500 Euclid","Cleveland","OH","44195-5108","Dr. Douglas Kohler, MD","Vice President Medical Operations","Ms. Barbara Zinner, CENP","Chief Nursing Officer",127,315,NA,"Y",1,"Y","N",1,"N",1,"N",0,"N",0,"N",0,"N",1,"N",0,"Y",1,"Y",1,"Y",1,"Y",1,"Y",1,"N",1,"Y",1,"N",0,"Y",1,"Y",1,"Y",1,5063,28658,NA,NA,NA,NA,NA,NA,347,28,0,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"92",20,"Current",6740025,"450403","4500 Medical Center Drive","McKinney","TX","75069-1650","9725478000","200-299 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,"N",NA,"5990048","HCA Healthcare","One Park Plaza","Nashville","TN","37203-1548","Dr. Steven Kaster, MD","Chief Medical Officer","Ms. Cassidi Roberts, BSN, CEN, RN","Chief Nursing Officer",169,260,NA,NA,NA,NA,"Y",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,6014,37699,NA,NA,NA,NA,NA,NA,256,2,24,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"93",15,"Current",6330170,"093025","102 Irving Street NW","Washington","DC","20010-2949","2028771000","100-199 beds","Rehabilitation","N","N","N","N","N","N",NA,NA,NA,"Y","Y","5990154","MedStar Health","10980 Grantchester Way","Columbia","MD","21044-2665","Dr. Michael R Yochelson, MD","Vice President and Medical Director","Ms. Rosemary C Welch, RN","Vice President and Chief Nursing Officer",98,137,NA,NA,NA,"N","Y",0,"N",0,"N",1,"N",0,"N",0,"N",1,"N",0,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"N",1,"N",0,"N",0,"Y",1,"N",1,"Y",1,971,12687,NA,NA,NA,NA,NA,NA,156,0,10,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
